date,val
16 Mai 2012,5.1
17 Mai 2012,5.12
18 Mai 2012,5.1
19 Mai 2012,5.09
20 Mai 2012,5.1
21 Mai 2012,5.1
22 Mai 2012,5.14
23 Mai 2012,5.12
24 Mai 2012,5.15
25 Mai 2012,5.1
26 Mai 2012,5.14
27 Mai 2012,5.14
28 Mai 2012,5.15
29 Mai 2012,5.14
30 Mai 2012,5.18
31 Mai 2012,5.27
01 Jun 2012,5.25
02 Jun 2012,5.21
03 Jun 2012,5.27
04 Jun 2012,5.44
05 Jun 2012,5.46
06 Jun 2012,5.59
07 Jun 2012,5.63
08 Jun 2012,5.56
09 Jun 2012,5.47
10 Jun 2012,5.57
11 Jun 2012,5.7
12 Jun 2012,5.93
13 Jun 2012,5.95
14 Jun 2012,6.5
15 Jun 2012,6.4
16 Jun 2012,6.16
17 Jun 2012,6.31
18 Jun 2012,6.5
19 Jun 2012,6.67
20 Jun 2012,6.68
21 Jun 2012,6.55
22 Jun 2012,6.43
23 Jun 2012,6.35
24 Jun 2012,6.3
25 Jun 2012,6.42
26 Jun 2012,6.65
27 Jun 2012,6.61
28 Jun 2012,6.65
29 Jun 2012,6.69
30 Jun 2012,6.63
01 Jul 2012,6.76
02 Jul 2012,6.45
03 Jul 2012,6.51
04 Jul 2012,6.67
05 Jul 2012,6.65
06 Jul 2012,6.76
07 Jul 2012,6.8
08 Jul 2012,7.02
09 Jul 2012,7.2
10 Jul 2012,7.15
11 Jul 2012,7.76
12 Jul 2012,7.67
13 Jul 2012,7.54
14 Jul 2012,7.62
14 Jul 2012,7.62
15 Jul 2012,8.5
16 Jul 2012,8.8
17 Jul 2012,9.11
18 Jul 2012,8.87
19 Jul 2012,8.52
20 Jul 2012,8.85
21 Jul 2012,8.41
22 Jul 2012,8.45
23 Jul 2012,8.6
24 Jul 2012,8.8
25 Jul 2012,8.9
26 Jul 2012,8.9
27 Jul 2012,8.89
28 Jul 2012,8.71
29 Jul 2012,9.1
30 Jul 2012,9.35
31 Jul 2012,9.55
01 Ago 2012,10.53
02 Ago 2012,10.97
03 Ago 2012,10.98
04 Ago 2012,10.87
05 Ago 2012,10.86
06 Ago 2012,11.1
07 Ago 2012,11.06
08 Ago 2012,11.06
09 Ago 2012,11.39
10 Ago 2012,11.51
11 Ago 2012,11.62
12 Ago 2012,12.04
